method,confidence_threshold,class_id,silver_true_count,silver_pseudo_count,silver_class_accuracy,holdout_support,holdout_recall,holdout_f1,strict_support,strict_recall,strict_f1,full_support,full_recall,full_f1
self_evolving,0.9,56,2681,7,0.5714285714285714,2442,0.0,0.0,9456,0.00010575296108291032,0.00021123785382340515,12137,0.00041196341764851283,0.0008226390259953932
self_evolving,0.9,163,149,10,0.1,347,0.0,0.0,1592,0.0,0.0,1741,0.0005743825387708214,0.0011273957158962795
self_evolving,0.9,174,260,5,0.0,294,0.0,0.0,1247,0.0,0.0,1507,0.0,0.0
self_evolving,0.9,48,349,3,0.0,660,0.0,0.0,3012,0.00033200531208499334,0.0006596306068601583,3361,0.0002975304968759298,0.000591016548463357
self_evolving,0.9,38,31,12,0.4166666666666667,41,0.04878048780487805,0.08163265306122448,162,0.030864197530864196,0.05434782608695652,193,0.05181347150259067,0.0881057268722467
self_evolving,0.9,69,213,16,0.0,377,0.0,0.0,1653,0.0,0.0,1866,0.0,0.0
self_evolving,0.9,104,79,21,0.0,362,0.0,0.0,1665,0.0,0.0,1744,0.0,0.0
self_evolving,0.9,47,69,7,0.0,125,0.0,0.0,549,0.0,0.0,618,0.0,0.0
self_evolving,0.9,66,291,30,0.0,379,0.0,0.0,1664,0.0,0.0,1955,0.0,0.0
self_evolving,0.9,10,186,16,0.75,202,0.009900990099009901,0.019417475728155338,818,0.007334963325183374,0.014475271411338963,1004,0.014940239043824702,0.029239766081871343
self_evolving,0.9,109,37,6,0.0,74,0.0,0.0,356,0.0,0.0,393,0.0,0.0
self_evolving,0.9,26,100,26,0.11538461538461539,150,0.02,0.034482758620689655,707,0.016973125884016973,0.02912621359223301,807,0.01734820322180917,0.029504741833508957
